[2023-07-09T08:43:51.763+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:43:47.989908+00:00 [queued]>
[2023-07-09T08:43:51.786+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:43:47.989908+00:00 [queued]>
[2023-07-09T08:43:51.787+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 1
[2023-07-09T08:43:51.828+0000] {taskinstance.py:1327} INFO - Executing <Task(PythonOperator): extract_data> on 2023-07-09 08:43:47.989908+00:00
[2023-07-09T08:43:51.840+0000] {standard_task_runner.py:57} INFO - Started process 2940 to run task
[2023-07-09T08:43:51.851+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'etl_dag', 'extract_data', 'manual__2023-07-09T08:43:47.989908+00:00', '--job-id', '119', '--raw', '--subdir', 'DAGS_FOLDER/test.py', '--cfg-path', '/tmp/tmpgyg1bscm']
[2023-07-09T08:43:51.880+0000] {standard_task_runner.py:85} INFO - Job 119: Subtask extract_data
[2023-07-09T08:43:52.107+0000] {task_command.py:410} INFO - Running <TaskInstance: etl_dag.extract_data manual__2023-07-09T08:43:47.989908+00:00 [running]> on host 5865fe7b5e5b
[2023-07-09T08:43:52.366+0000] {taskinstance.py:1547} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_dag' AIRFLOW_CTX_TASK_ID='extract_data' AIRFLOW_CTX_EXECUTION_DATE='2023-07-09T08:43:47.989908+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-07-09T08:43:47.989908+00:00'
[2023-07-09T08:43:52.384+0000] {base.py:73} INFO - Using connection ID 'testsql' for task execution.
[2023-07-09T08:43:52.410+0000] {logging_mixin.py:149} INFO - ================================
[2023-07-09T08:43:52.412+0000] {logging_mixin.py:149} INFO - 0     
1     
2     
3     
4     
5     
6     
7     
8     
9     
10    
11    
12    
13    
14    
15    
16    
17    
18    
Name: Response, dtype: object
[2023-07-09T08:43:52.465+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationAbbr: DC
[2023-07-09T08:43:52.466+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationDesc: District of Columbia
[2023-07-09T08:43:52.467+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataSource: SEDD; SID
[2023-07-09T08:43:52.468+0000] {logging_mixin.py:149} INFO - Element at index 2, column Topic: Asthma
[2023-07-09T08:43:52.468+0000] {logging_mixin.py:149} INFO - Element at index 2, column Question: Hospitalizations for asthma
[2023-07-09T08:43:52.469+0000] {logging_mixin.py:149} INFO - Element at index 2, column Response: 
[2023-07-09T08:43:52.470+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueUnit: 
[2023-07-09T08:43:52.470+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueType: Number
[2023-07-09T08:43:52.471+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValue: 708.0
[2023-07-09T08:43:52.471+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueAlt: 708.0
[2023-07-09T08:43:52.474+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueFootnoteSymbol: 
[2023-07-09T08:43:52.474+0000] {logging_mixin.py:149} INFO - Element at index 2, column DatavalueFootnote: 
[2023-07-09T08:43:52.475+0000] {logging_mixin.py:149} INFO - Element at index 2, column LowConfidenceLimit: 
[2023-07-09T08:43:52.475+0000] {logging_mixin.py:149} INFO - Element at index 2, column HighConfidenceLimit: 
[2023-07-09T08:43:52.476+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory1: Overall
[2023-07-09T08:43:52.477+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification1: Overall
[2023-07-09T08:43:52.477+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory2: 
[2023-07-09T08:43:52.478+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification2: 
[2023-07-09T08:43:52.478+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory3: 
[2023-07-09T08:43:52.479+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification3: 
[2023-07-09T08:43:52.480+0000] {logging_mixin.py:149} INFO - Element at index 2, column GeoLocation: POINT (-77.036871 38.907192)
[2023-07-09T08:43:52.481+0000] {logging_mixin.py:149} INFO - Element at index 2, column ResponseID: 
[2023-07-09T08:43:52.481+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationID: 11
[2023-07-09T08:43:52.482+0000] {logging_mixin.py:149} INFO - Element at index 2, column TopicID: AST
[2023-07-09T08:43:52.483+0000] {logging_mixin.py:149} INFO - Element at index 2, column QuestionID: AST3_1
[2023-07-09T08:43:52.483+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueTypeID: NMBR
[2023-07-09T08:43:52.484+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID1: OVERALL
[2023-07-09T08:43:52.484+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID1: OVR
[2023-07-09T08:43:52.485+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID2: 
[2023-07-09T08:43:52.486+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID2: 
[2023-07-09T08:43:52.487+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID3: 
[2023-07-09T08:43:52.488+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID3: 
[2023-07-09T08:43:52.489+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearStart: 2017
[2023-07-09T08:43:52.489+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearEnd: 2017
[2023-07-09T08:43:52.490+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationAbbr: GA
[2023-07-09T08:43:52.490+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationDesc: Georgia
[2023-07-09T08:43:52.491+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataSource: SEDD; SID
[2023-07-09T08:43:52.491+0000] {logging_mixin.py:149} INFO - Element at index 3, column Topic: Asthma
[2023-07-09T08:43:52.492+0000] {logging_mixin.py:149} INFO - Element at index 3, column Question: Hospitalizations for asthma
[2023-07-09T08:43:52.494+0000] {logging_mixin.py:149} INFO - Element at index 3, column Response: 
[2023-07-09T08:43:52.494+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueUnit: 
[2023-07-09T08:43:52.495+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueType: Number
[2023-07-09T08:43:52.496+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValue: 3520.0
[2023-07-09T08:43:52.496+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueAlt: 3520.0
[2023-07-09T08:43:52.497+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueFootnoteSymbol: 
[2023-07-09T08:43:52.498+0000] {logging_mixin.py:149} INFO - Element at index 3, column DatavalueFootnote: 
[2023-07-09T08:43:52.498+0000] {logging_mixin.py:149} INFO - Element at index 3, column LowConfidenceLimit: 
[2023-07-09T08:43:52.499+0000] {logging_mixin.py:149} INFO - Element at index 3, column HighConfidenceLimit: 
[2023-07-09T08:43:52.500+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory1: Gender
[2023-07-09T08:43:52.501+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification1: Fem***
[2023-07-09T08:43:52.502+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory2: 
[2023-07-09T08:43:52.503+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification2: 
[2023-07-09T08:43:52.503+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory3: 
[2023-07-09T08:43:52.504+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification3: 
[2023-07-09T08:43:52.504+0000] {logging_mixin.py:149} INFO - Element at index 3, column GeoLocation: POINT (-83.62758034599966 32.83968109300048)
[2023-07-09T08:43:52.505+0000] {logging_mixin.py:149} INFO - Element at index 3, column ResponseID: 
[2023-07-09T08:43:52.506+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationID: 13
[2023-07-09T08:43:52.509+0000] {logging_mixin.py:149} INFO - Element at index 3, column TopicID: AST
[2023-07-09T08:43:52.510+0000] {logging_mixin.py:149} INFO - Element at index 3, column QuestionID: AST3_1
[2023-07-09T08:43:52.511+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueTypeID: NMBR
[2023-07-09T08:43:52.512+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID1: GENDER
[2023-07-09T08:43:52.515+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID1: GENF
[2023-07-09T08:43:52.516+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID2: 
[2023-07-09T08:43:52.517+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID2: 
[2023-07-09T08:43:52.518+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID3: 
[2023-07-09T08:43:52.519+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID3: 
[2023-07-09T08:43:52.520+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearStart: 2010
[2023-07-09T08:43:52.522+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearEnd: 2010
[2023-07-09T08:43:52.523+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationAbbr: MI
[2023-07-09T08:43:52.529+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationDesc: Michigan
[2023-07-09T08:43:52.530+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataSource: SEDD; SID
[2023-07-09T08:43:52.531+0000] {logging_mixin.py:149} INFO - Element at index 4, column Topic: Asthma
[2023-07-09T08:43:52.532+0000] {logging_mixin.py:149} INFO - Element at index 4, column Question: Hospitalizations for asthma
[2023-07-09T08:43:52.533+0000] {logging_mixin.py:149} INFO - Element at index 4, column Response: 
[2023-07-09T08:43:52.534+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueUnit: 
[2023-07-09T08:43:52.535+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueType: Number
[2023-07-09T08:43:52.536+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValue: 123.0
[2023-07-09T08:43:52.537+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueAlt: 123.0
[2023-07-09T08:43:52.538+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueFootnoteSymbol: 
[2023-07-09T08:43:52.538+0000] {logging_mixin.py:149} INFO - Element at index 4, column DatavalueFootnote: 
[2023-07-09T08:43:52.539+0000] {logging_mixin.py:149} INFO - Element at index 4, column LowConfidenceLimit: 
[2023-07-09T08:43:52.540+0000] {logging_mixin.py:149} INFO - Element at index 4, column HighConfidenceLimit: 
[2023-07-09T08:43:52.541+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:43:52.543+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification1: Hispanic
[2023-07-09T08:43:52.544+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory2: 
[2023-07-09T08:43:52.545+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification2: 
[2023-07-09T08:43:52.545+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory3: 
[2023-07-09T08:43:52.546+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification3: 
[2023-07-09T08:43:52.547+0000] {logging_mixin.py:149} INFO - Element at index 4, column GeoLocation: POINT (-84.71439026999968 44.6613195430005)
[2023-07-09T08:43:52.551+0000] {logging_mixin.py:149} INFO - Element at index 4, column ResponseID: 
[2023-07-09T08:43:52.551+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationID: 26
[2023-07-09T08:43:52.552+0000] {logging_mixin.py:149} INFO - Element at index 4, column TopicID: AST
[2023-07-09T08:43:52.553+0000] {logging_mixin.py:149} INFO - Element at index 4, column QuestionID: AST3_1
[2023-07-09T08:43:52.554+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueTypeID: NMBR
[2023-07-09T08:43:52.556+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID1: RACE
[2023-07-09T08:43:52.557+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID1: HIS
[2023-07-09T08:43:52.558+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID2: 
[2023-07-09T08:43:52.558+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID2: 
[2023-07-09T08:43:52.559+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID3: 
[2023-07-09T08:43:52.560+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID3: 
[2023-07-09T08:43:52.561+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearStart: 2015
[2023-07-09T08:43:52.561+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearEnd: 2015
[2023-07-09T08:43:52.563+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationAbbr: MT
[2023-07-09T08:43:52.564+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationDesc: Montana
[2023-07-09T08:43:52.565+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataSource: SEDD; SID
[2023-07-09T08:43:52.565+0000] {logging_mixin.py:149} INFO - Element at index 5, column Topic: Asthma
[2023-07-09T08:43:52.566+0000] {logging_mixin.py:149} INFO - Element at index 5, column Question: Hospitalizations for asthma
[2023-07-09T08:43:52.567+0000] {logging_mixin.py:149} INFO - Element at index 5, column Response: 
[2023-07-09T08:43:52.567+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueUnit: 
[2023-07-09T08:43:52.568+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueType: Number
[2023-07-09T08:43:52.571+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValue: nan
[2023-07-09T08:43:52.571+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueAlt: nan
[2023-07-09T08:43:52.572+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueFootnoteSymbol: -
[2023-07-09T08:43:52.573+0000] {logging_mixin.py:149} INFO - Element at index 5, column DatavalueFootnote: No data available
[2023-07-09T08:43:52.573+0000] {logging_mixin.py:149} INFO - Element at index 5, column LowConfidenceLimit: 
[2023-07-09T08:43:52.574+0000] {logging_mixin.py:149} INFO - Element at index 5, column HighConfidenceLimit: 
[2023-07-09T08:43:52.575+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:43:52.576+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification1: Hispanic
[2023-07-09T08:43:52.577+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory2: 
[2023-07-09T08:43:52.578+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification2: 
[2023-07-09T08:43:52.578+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory3: 
[2023-07-09T08:43:52.579+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification3: 
[2023-07-09T08:43:52.580+0000] {logging_mixin.py:149} INFO - Element at index 5, column GeoLocation: POINT (-109.42442064499971 47.06652897200047)
[2023-07-09T08:43:52.580+0000] {logging_mixin.py:149} INFO - Element at index 5, column ResponseID: 
[2023-07-09T08:43:52.581+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationID: 30
[2023-07-09T08:43:52.582+0000] {logging_mixin.py:149} INFO - Element at index 5, column TopicID: AST
[2023-07-09T08:43:52.583+0000] {logging_mixin.py:149} INFO - Element at index 5, column QuestionID: AST3_1
[2023-07-09T08:43:52.584+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueTypeID: NMBR
[2023-07-09T08:43:52.585+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID1: RACE
[2023-07-09T08:43:52.585+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID1: HIS
[2023-07-09T08:43:52.586+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID2: 
[2023-07-09T08:43:52.587+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID2: 
[2023-07-09T08:43:52.588+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID3: 
[2023-07-09T08:43:52.588+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID3: 
[2023-07-09T08:43:52.591+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearStart: 2013
[2023-07-09T08:43:52.591+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearEnd: 2013
[2023-07-09T08:43:52.592+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationAbbr: OR
[2023-07-09T08:43:52.593+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationDesc: Oregon
[2023-07-09T08:43:52.594+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataSource: SEDD; SID
[2023-07-09T08:43:52.594+0000] {logging_mixin.py:149} INFO - Element at index 6, column Topic: Asthma
[2023-07-09T08:43:52.595+0000] {logging_mixin.py:149} INFO - Element at index 6, column Question: Hospitalizations for asthma
[2023-07-09T08:43:52.596+0000] {logging_mixin.py:149} INFO - Element at index 6, column Response: 
[2023-07-09T08:43:52.597+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueUnit: 
[2023-07-09T08:43:52.598+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueType: Number
[2023-07-09T08:43:52.598+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValue: 760.0
