[2023-07-09T08:41:09.263+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:41:06.295678+00:00 [queued]>
[2023-07-09T08:41:09.276+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:41:06.295678+00:00 [queued]>
[2023-07-09T08:41:09.277+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 1
[2023-07-09T08:41:09.295+0000] {taskinstance.py:1327} INFO - Executing <Task(PythonOperator): extract_data> on 2023-07-09 08:41:06.295678+00:00
[2023-07-09T08:41:09.303+0000] {standard_task_runner.py:57} INFO - Started process 2842 to run task
[2023-07-09T08:41:09.307+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'etl_dag', 'extract_data', 'manual__2023-07-09T08:41:06.295678+00:00', '--job-id', '111', '--raw', '--subdir', 'DAGS_FOLDER/test.py', '--cfg-path', '/tmp/tmp7ae2k6gt']
[2023-07-09T08:41:09.307+0000] {standard_task_runner.py:85} INFO - Job 111: Subtask extract_data
[2023-07-09T08:41:09.364+0000] {task_command.py:410} INFO - Running <TaskInstance: etl_dag.extract_data manual__2023-07-09T08:41:06.295678+00:00 [running]> on host 5865fe7b5e5b
[2023-07-09T08:41:09.531+0000] {taskinstance.py:1547} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_dag' AIRFLOW_CTX_TASK_ID='extract_data' AIRFLOW_CTX_EXECUTION_DATE='2023-07-09T08:41:06.295678+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-07-09T08:41:06.295678+00:00'
[2023-07-09T08:41:09.547+0000] {base.py:73} INFO - Using connection ID 'testsql' for task execution.
[2023-07-09T08:41:09.575+0000] {logging_mixin.py:149} INFO - ================================
[2023-07-09T08:41:09.577+0000] {logging_mixin.py:149} INFO - 0     
1     
2     
3     
4     
5     
6     
7     
8     
9     
10    
11    
12    
13    
14    
15    
16    
17    
18    
Name: Response, dtype: object
[2023-07-09T08:41:09.592+0000] {logging_mixin.py:149} INFO - Element at index 0, column Stratification2: 
[2023-07-09T08:41:09.593+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategory3: 
[2023-07-09T08:41:09.594+0000] {logging_mixin.py:149} INFO - Element at index 0, column Stratification3: 
[2023-07-09T08:41:09.595+0000] {logging_mixin.py:149} INFO - Element at index 0, column GeoLocation: POINT (-92.27449074299966 34.74865012400045)
[2023-07-09T08:41:09.596+0000] {logging_mixin.py:149} INFO - Element at index 0, column ResponseID: 
[2023-07-09T08:41:09.597+0000] {logging_mixin.py:149} INFO - Element at index 0, column LocationID: 5
[2023-07-09T08:41:09.597+0000] {logging_mixin.py:149} INFO - Element at index 0, column TopicID: AST
[2023-07-09T08:41:09.598+0000] {logging_mixin.py:149} INFO - Element at index 0, column QuestionID: AST3_1
[2023-07-09T08:41:09.599+0000] {logging_mixin.py:149} INFO - Element at index 0, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.600+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID1: GENDER
[2023-07-09T08:41:09.601+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID1: GENM
[2023-07-09T08:41:09.601+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID2: 
[2023-07-09T08:41:09.602+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID2: 
[2023-07-09T08:41:09.603+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID3: 
[2023-07-09T08:41:09.604+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID3: 
[2023-07-09T08:41:09.605+0000] {logging_mixin.py:149} INFO - Element at index 1, column YearStart: 2018
[2023-07-09T08:41:09.606+0000] {logging_mixin.py:149} INFO - Element at index 1, column YearEnd: 2018
[2023-07-09T08:41:09.607+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationAbbr: CO
[2023-07-09T08:41:09.607+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationDesc: Colorado
[2023-07-09T08:41:09.608+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataSource: SEDD; SID
[2023-07-09T08:41:09.609+0000] {logging_mixin.py:149} INFO - Element at index 1, column Topic: Asthma
[2023-07-09T08:41:09.610+0000] {logging_mixin.py:149} INFO - Element at index 1, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.612+0000] {logging_mixin.py:149} INFO - Element at index 1, column Response: 
[2023-07-09T08:41:09.613+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueUnit: 
[2023-07-09T08:41:09.613+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueType: Number
[2023-07-09T08:41:09.614+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValue: 2227.0
[2023-07-09T08:41:09.615+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueAlt: 2227.0
[2023-07-09T08:41:09.615+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueFootnoteSymbol: 
[2023-07-09T08:41:09.616+0000] {logging_mixin.py:149} INFO - Element at index 1, column DatavalueFootnote: 
[2023-07-09T08:41:09.616+0000] {logging_mixin.py:149} INFO - Element at index 1, column LowConfidenceLimit: 
[2023-07-09T08:41:09.617+0000] {logging_mixin.py:149} INFO - Element at index 1, column HighConfidenceLimit: 
[2023-07-09T08:41:09.617+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory1: Overall
[2023-07-09T08:41:09.618+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification1: Overall
[2023-07-09T08:41:09.618+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory2: 
[2023-07-09T08:41:09.619+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification2: 
[2023-07-09T08:41:09.620+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory3: 
[2023-07-09T08:41:09.620+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification3: 
[2023-07-09T08:41:09.621+0000] {logging_mixin.py:149} INFO - Element at index 1, column GeoLocation: POINT (-106.13361092099967 38.843840757000464)
[2023-07-09T08:41:09.622+0000] {logging_mixin.py:149} INFO - Element at index 1, column ResponseID: 
[2023-07-09T08:41:09.622+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationID: 8
[2023-07-09T08:41:09.623+0000] {logging_mixin.py:149} INFO - Element at index 1, column TopicID: AST
[2023-07-09T08:41:09.624+0000] {logging_mixin.py:149} INFO - Element at index 1, column QuestionID: AST3_1
[2023-07-09T08:41:09.624+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.625+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID1: OVERALL
[2023-07-09T08:41:09.626+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID1: OVR
[2023-07-09T08:41:09.627+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID2: 
[2023-07-09T08:41:09.627+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID2: 
[2023-07-09T08:41:09.628+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID3: 
[2023-07-09T08:41:09.629+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID3: 
[2023-07-09T08:41:09.630+0000] {logging_mixin.py:149} INFO - Element at index 2, column YearStart: 2018
[2023-07-09T08:41:09.630+0000] {logging_mixin.py:149} INFO - Element at index 2, column YearEnd: 2018
[2023-07-09T08:41:09.631+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationAbbr: DC
[2023-07-09T08:41:09.632+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationDesc: District of Columbia
[2023-07-09T08:41:09.633+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataSource: SEDD; SID
[2023-07-09T08:41:09.634+0000] {logging_mixin.py:149} INFO - Element at index 2, column Topic: Asthma
[2023-07-09T08:41:09.635+0000] {logging_mixin.py:149} INFO - Element at index 2, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.636+0000] {logging_mixin.py:149} INFO - Element at index 2, column Response: 
[2023-07-09T08:41:09.637+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueUnit: 
[2023-07-09T08:41:09.637+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueType: Number
[2023-07-09T08:41:09.638+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValue: 708.0
[2023-07-09T08:41:09.639+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueAlt: 708.0
[2023-07-09T08:41:09.640+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueFootnoteSymbol: 
[2023-07-09T08:41:09.641+0000] {logging_mixin.py:149} INFO - Element at index 2, column DatavalueFootnote: 
[2023-07-09T08:41:09.642+0000] {logging_mixin.py:149} INFO - Element at index 2, column LowConfidenceLimit: 
[2023-07-09T08:41:09.642+0000] {logging_mixin.py:149} INFO - Element at index 2, column HighConfidenceLimit: 
[2023-07-09T08:41:09.643+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory1: Overall
[2023-07-09T08:41:09.644+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification1: Overall
[2023-07-09T08:41:09.645+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory2: 
[2023-07-09T08:41:09.646+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification2: 
[2023-07-09T08:41:09.647+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory3: 
[2023-07-09T08:41:09.647+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification3: 
[2023-07-09T08:41:09.648+0000] {logging_mixin.py:149} INFO - Element at index 2, column GeoLocation: POINT (-77.036871 38.907192)
[2023-07-09T08:41:09.649+0000] {logging_mixin.py:149} INFO - Element at index 2, column ResponseID: 
[2023-07-09T08:41:09.649+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationID: 11
[2023-07-09T08:41:09.650+0000] {logging_mixin.py:149} INFO - Element at index 2, column TopicID: AST
[2023-07-09T08:41:09.651+0000] {logging_mixin.py:149} INFO - Element at index 2, column QuestionID: AST3_1
[2023-07-09T08:41:09.651+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.652+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID1: OVERALL
[2023-07-09T08:41:09.653+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID1: OVR
[2023-07-09T08:41:09.654+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID2: 
[2023-07-09T08:41:09.655+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID2: 
[2023-07-09T08:41:09.655+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID3: 
[2023-07-09T08:41:09.656+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID3: 
[2023-07-09T08:41:09.657+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearStart: 2017
[2023-07-09T08:41:09.658+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearEnd: 2017
[2023-07-09T08:41:09.659+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationAbbr: GA
[2023-07-09T08:41:09.659+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationDesc: Georgia
[2023-07-09T08:41:09.660+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataSource: SEDD; SID
[2023-07-09T08:41:09.661+0000] {logging_mixin.py:149} INFO - Element at index 3, column Topic: Asthma
[2023-07-09T08:41:09.662+0000] {logging_mixin.py:149} INFO - Element at index 3, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.662+0000] {logging_mixin.py:149} INFO - Element at index 3, column Response: 
[2023-07-09T08:41:09.663+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueUnit: 
[2023-07-09T08:41:09.663+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueType: Number
[2023-07-09T08:41:09.664+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValue: 3520.0
[2023-07-09T08:41:09.664+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueAlt: 3520.0
[2023-07-09T08:41:09.665+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueFootnoteSymbol: 
[2023-07-09T08:41:09.665+0000] {logging_mixin.py:149} INFO - Element at index 3, column DatavalueFootnote: 
[2023-07-09T08:41:09.666+0000] {logging_mixin.py:149} INFO - Element at index 3, column LowConfidenceLimit: 
[2023-07-09T08:41:09.666+0000] {logging_mixin.py:149} INFO - Element at index 3, column HighConfidenceLimit: 
[2023-07-09T08:41:09.667+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory1: Gender
[2023-07-09T08:41:09.667+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification1: Fem***
[2023-07-09T08:41:09.668+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory2: 
[2023-07-09T08:41:09.669+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification2: 
[2023-07-09T08:41:09.669+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory3: 
[2023-07-09T08:41:09.670+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification3: 
[2023-07-09T08:41:09.670+0000] {logging_mixin.py:149} INFO - Element at index 3, column GeoLocation: POINT (-83.62758034599966 32.83968109300048)
[2023-07-09T08:41:09.671+0000] {logging_mixin.py:149} INFO - Element at index 3, column ResponseID: 
[2023-07-09T08:41:09.671+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationID: 13
[2023-07-09T08:41:09.671+0000] {logging_mixin.py:149} INFO - Element at index 3, column TopicID: AST
[2023-07-09T08:41:09.672+0000] {logging_mixin.py:149} INFO - Element at index 3, column QuestionID: AST3_1
[2023-07-09T08:41:09.672+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.673+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID1: GENDER
[2023-07-09T08:41:09.674+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID1: GENF
[2023-07-09T08:41:09.674+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID2: 
[2023-07-09T08:41:09.675+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID2: 
[2023-07-09T08:41:09.675+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID3: 
[2023-07-09T08:41:09.676+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID3: 
[2023-07-09T08:41:09.677+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearStart: 2010
[2023-07-09T08:41:09.677+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearEnd: 2010
[2023-07-09T08:41:09.678+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationAbbr: MI
[2023-07-09T08:41:09.678+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationDesc: Michigan
[2023-07-09T08:41:09.679+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataSource: SEDD; SID
[2023-07-09T08:41:09.679+0000] {logging_mixin.py:149} INFO - Element at index 4, column Topic: Asthma
[2023-07-09T08:41:09.680+0000] {logging_mixin.py:149} INFO - Element at index 4, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.680+0000] {logging_mixin.py:149} INFO - Element at index 4, column Response: 
[2023-07-09T08:41:09.681+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueUnit: 
[2023-07-09T08:41:09.682+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueType: Number
[2023-07-09T08:41:09.682+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValue: 123.0
[2023-07-09T08:41:09.683+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueAlt: 123.0
[2023-07-09T08:41:09.683+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueFootnoteSymbol: 
[2023-07-09T08:41:09.684+0000] {logging_mixin.py:149} INFO - Element at index 4, column DatavalueFootnote: 
[2023-07-09T08:41:09.684+0000] {logging_mixin.py:149} INFO - Element at index 4, column LowConfidenceLimit: 
[2023-07-09T08:41:09.685+0000] {logging_mixin.py:149} INFO - Element at index 4, column HighConfidenceLimit: 
[2023-07-09T08:41:09.685+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:41:09.686+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification1: Hispanic
[2023-07-09T08:41:09.687+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory2: 
[2023-07-09T08:41:09.687+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification2: 
[2023-07-09T08:41:09.688+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory3: 
[2023-07-09T08:41:09.688+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification3: 
[2023-07-09T08:41:09.689+0000] {logging_mixin.py:149} INFO - Element at index 4, column GeoLocation: POINT (-84.71439026999968 44.6613195430005)
[2023-07-09T08:41:09.689+0000] {logging_mixin.py:149} INFO - Element at index 4, column ResponseID: 
[2023-07-09T08:41:09.690+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationID: 26
[2023-07-09T08:41:09.690+0000] {logging_mixin.py:149} INFO - Element at index 4, column TopicID: AST
[2023-07-09T08:41:09.691+0000] {logging_mixin.py:149} INFO - Element at index 4, column QuestionID: AST3_1
[2023-07-09T08:41:09.691+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.692+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID1: RACE
[2023-07-09T08:41:09.692+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID1: HIS
[2023-07-09T08:41:09.693+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID2: 
[2023-07-09T08:41:09.693+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID2: 
[2023-07-09T08:41:09.694+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID3: 
[2023-07-09T08:41:09.694+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID3: 
[2023-07-09T08:41:09.695+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearStart: 2015
[2023-07-09T08:41:09.696+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearEnd: 2015
[2023-07-09T08:41:09.696+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationAbbr: MT
[2023-07-09T08:41:09.697+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationDesc: Montana
[2023-07-09T08:41:09.697+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataSource: SEDD; SID
[2023-07-09T08:41:09.698+0000] {logging_mixin.py:149} INFO - Element at index 5, column Topic: Asthma
[2023-07-09T08:41:09.698+0000] {logging_mixin.py:149} INFO - Element at index 5, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.699+0000] {logging_mixin.py:149} INFO - Element at index 5, column Response: 
[2023-07-09T08:41:09.699+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueUnit: 
[2023-07-09T08:41:09.700+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueType: Number
[2023-07-09T08:41:09.700+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValue: nan
[2023-07-09T08:41:09.701+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueAlt: nan
[2023-07-09T08:41:09.701+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueFootnoteSymbol: -
[2023-07-09T08:41:09.702+0000] {logging_mixin.py:149} INFO - Element at index 5, column DatavalueFootnote: No data available
[2023-07-09T08:41:09.702+0000] {logging_mixin.py:149} INFO - Element at index 5, column LowConfidenceLimit: 
[2023-07-09T08:41:09.703+0000] {logging_mixin.py:149} INFO - Element at index 5, column HighConfidenceLimit: 
[2023-07-09T08:41:09.703+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:41:09.704+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification1: Hispanic
[2023-07-09T08:41:09.704+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory2: 
[2023-07-09T08:41:09.705+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification2: 
[2023-07-09T08:41:09.705+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory3: 
[2023-07-09T08:41:09.706+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification3: 
[2023-07-09T08:41:09.706+0000] {logging_mixin.py:149} INFO - Element at index 5, column GeoLocation: POINT (-109.42442064499971 47.06652897200047)
[2023-07-09T08:41:09.707+0000] {logging_mixin.py:149} INFO - Element at index 5, column ResponseID: 
[2023-07-09T08:41:09.707+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationID: 30
[2023-07-09T08:41:09.708+0000] {logging_mixin.py:149} INFO - Element at index 5, column TopicID: AST
[2023-07-09T08:41:09.709+0000] {logging_mixin.py:149} INFO - Element at index 5, column QuestionID: AST3_1
[2023-07-09T08:41:09.709+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueTypeID: NMBR
[2023-07-09T08:41:09.710+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID1: RACE
[2023-07-09T08:41:09.711+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID1: HIS
[2023-07-09T08:41:09.711+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID2: 
[2023-07-09T08:41:09.712+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID2: 
[2023-07-09T08:41:09.712+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID3: 
[2023-07-09T08:41:09.713+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID3: 
[2023-07-09T08:41:09.713+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearStart: 2013
[2023-07-09T08:41:09.714+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearEnd: 2013
[2023-07-09T08:41:09.715+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationAbbr: OR
[2023-07-09T08:41:09.715+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationDesc: Oregon
[2023-07-09T08:41:09.716+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataSource: SEDD; SID
[2023-07-09T08:41:09.716+0000] {logging_mixin.py:149} INFO - Element at index 6, column Topic: Asthma
[2023-07-09T08:41:09.717+0000] {logging_mixin.py:149} INFO - Element at index 6, column Question: Hospitalizations for asthma
[2023-07-09T08:41:09.717+0000] {logging_mixin.py:149} INFO - Element at index 6, column Response: 
[2023-07-09T08:41:09.718+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueUnit: 
[2023-07-09T08:41:09.718+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueType: Number
[2023-07-09T08:41:09.719+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValue: 760.0
