[2023-07-09T08:37:49.754+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:37:45.545261+00:00 [queued]>
[2023-07-09T08:37:49.770+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:37:45.545261+00:00 [queued]>
[2023-07-09T08:37:49.770+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 1
[2023-07-09T08:37:49.798+0000] {taskinstance.py:1327} INFO - Executing <Task(PythonOperator): extract_data> on 2023-07-09 08:37:45.545261+00:00
[2023-07-09T08:37:49.807+0000] {standard_task_runner.py:57} INFO - Started process 2751 to run task
[2023-07-09T08:37:49.810+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'etl_dag', 'extract_data', 'manual__2023-07-09T08:37:45.545261+00:00', '--job-id', '107', '--raw', '--subdir', 'DAGS_FOLDER/test.py', '--cfg-path', '/tmp/tmpyxeqg7lg']
[2023-07-09T08:37:49.811+0000] {standard_task_runner.py:85} INFO - Job 107: Subtask extract_data
[2023-07-09T08:37:49.865+0000] {task_command.py:410} INFO - Running <TaskInstance: etl_dag.extract_data manual__2023-07-09T08:37:45.545261+00:00 [running]> on host 5865fe7b5e5b
[2023-07-09T08:37:49.974+0000] {taskinstance.py:1547} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_dag' AIRFLOW_CTX_TASK_ID='extract_data' AIRFLOW_CTX_EXECUTION_DATE='2023-07-09T08:37:45.545261+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-07-09T08:37:45.545261+00:00'
[2023-07-09T08:37:49.985+0000] {base.py:73} INFO - Using connection ID 'testsql' for task execution.
[2023-07-09T08:37:50.001+0000] {logging_mixin.py:149} INFO - ================================
[2023-07-09T08:37:50.003+0000] {logging_mixin.py:149} INFO - 0     
1     
2     
3     
4     
5     
6     
7     
8     
9     
10    
11    
12    
13    
14    
15    
16    
17    
18    
Name: Response, dtype: object
[2023-07-09T08:37:50.015+0000] {logging_mixin.py:149} INFO - Element at index 0, column ResponseID: 
[2023-07-09T08:37:50.015+0000] {logging_mixin.py:149} INFO - Element at index 0, column LocationID: 5
[2023-07-09T08:37:50.016+0000] {logging_mixin.py:149} INFO - Element at index 0, column TopicID: AST
[2023-07-09T08:37:50.016+0000] {logging_mixin.py:149} INFO - Element at index 0, column QuestionID: AST3_1
[2023-07-09T08:37:50.017+0000] {logging_mixin.py:149} INFO - Element at index 0, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.017+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID1: GENDER
[2023-07-09T08:37:50.018+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID1: GENM
[2023-07-09T08:37:50.018+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID2: 
[2023-07-09T08:37:50.019+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID2: 
[2023-07-09T08:37:50.019+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationCategoryID3: 
[2023-07-09T08:37:50.019+0000] {logging_mixin.py:149} INFO - Element at index 0, column StratificationID3: 
[2023-07-09T08:37:50.020+0000] {logging_mixin.py:149} INFO - Element at index 1, column YearStart: 2018
[2023-07-09T08:37:50.020+0000] {logging_mixin.py:149} INFO - Element at index 1, column YearEnd: 2018
[2023-07-09T08:37:50.021+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationAbbr: CO
[2023-07-09T08:37:50.021+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationDesc: Colorado
[2023-07-09T08:37:50.022+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataSource: SEDD; SID
[2023-07-09T08:37:50.022+0000] {logging_mixin.py:149} INFO - Element at index 1, column Topic: Asthma
[2023-07-09T08:37:50.022+0000] {logging_mixin.py:149} INFO - Element at index 1, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.023+0000] {logging_mixin.py:149} INFO - Element at index 1, column Response: 
[2023-07-09T08:37:50.023+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueUnit: 
[2023-07-09T08:37:50.024+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueType: Number
[2023-07-09T08:37:50.024+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValue: 2227.0
[2023-07-09T08:37:50.024+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueAlt: 2227.0
[2023-07-09T08:37:50.025+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueFootnoteSymbol: 
[2023-07-09T08:37:50.025+0000] {logging_mixin.py:149} INFO - Element at index 1, column DatavalueFootnote: 
[2023-07-09T08:37:50.026+0000] {logging_mixin.py:149} INFO - Element at index 1, column LowConfidenceLimit: 
[2023-07-09T08:37:50.026+0000] {logging_mixin.py:149} INFO - Element at index 1, column HighConfidenceLimit: 
[2023-07-09T08:37:50.026+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory1: Overall
[2023-07-09T08:37:50.027+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification1: Overall
[2023-07-09T08:37:50.027+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory2: 
[2023-07-09T08:37:50.028+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification2: 
[2023-07-09T08:37:50.028+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategory3: 
[2023-07-09T08:37:50.029+0000] {logging_mixin.py:149} INFO - Element at index 1, column Stratification3: 
[2023-07-09T08:37:50.029+0000] {logging_mixin.py:149} INFO - Element at index 1, column GeoLocation: POINT (-106.13361092099967 38.843840757000464)
[2023-07-09T08:37:50.029+0000] {logging_mixin.py:149} INFO - Element at index 1, column ResponseID: 
[2023-07-09T08:37:50.030+0000] {logging_mixin.py:149} INFO - Element at index 1, column LocationID: 8
[2023-07-09T08:37:50.030+0000] {logging_mixin.py:149} INFO - Element at index 1, column TopicID: AST
[2023-07-09T08:37:50.031+0000] {logging_mixin.py:149} INFO - Element at index 1, column QuestionID: AST3_1
[2023-07-09T08:37:50.031+0000] {logging_mixin.py:149} INFO - Element at index 1, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.032+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID1: OVERALL
[2023-07-09T08:37:50.032+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID1: OVR
[2023-07-09T08:37:50.032+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID2: 
[2023-07-09T08:37:50.033+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID2: 
[2023-07-09T08:37:50.033+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationCategoryID3: 
[2023-07-09T08:37:50.033+0000] {logging_mixin.py:149} INFO - Element at index 1, column StratificationID3: 
[2023-07-09T08:37:50.034+0000] {logging_mixin.py:149} INFO - Element at index 2, column YearStart: 2018
[2023-07-09T08:37:50.034+0000] {logging_mixin.py:149} INFO - Element at index 2, column YearEnd: 2018
[2023-07-09T08:37:50.035+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationAbbr: DC
[2023-07-09T08:37:50.035+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationDesc: District of Columbia
[2023-07-09T08:37:50.036+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataSource: SEDD; SID
[2023-07-09T08:37:50.036+0000] {logging_mixin.py:149} INFO - Element at index 2, column Topic: Asthma
[2023-07-09T08:37:50.037+0000] {logging_mixin.py:149} INFO - Element at index 2, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.037+0000] {logging_mixin.py:149} INFO - Element at index 2, column Response: 
[2023-07-09T08:37:50.038+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueUnit: 
[2023-07-09T08:37:50.038+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueType: Number
[2023-07-09T08:37:50.038+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValue: 708.0
[2023-07-09T08:37:50.039+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueAlt: 708.0
[2023-07-09T08:37:50.039+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueFootnoteSymbol: 
[2023-07-09T08:37:50.040+0000] {logging_mixin.py:149} INFO - Element at index 2, column DatavalueFootnote: 
[2023-07-09T08:37:50.040+0000] {logging_mixin.py:149} INFO - Element at index 2, column LowConfidenceLimit: 
[2023-07-09T08:37:50.041+0000] {logging_mixin.py:149} INFO - Element at index 2, column HighConfidenceLimit: 
[2023-07-09T08:37:50.041+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory1: Overall
[2023-07-09T08:37:50.042+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification1: Overall
[2023-07-09T08:37:50.043+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory2: 
[2023-07-09T08:37:50.044+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification2: 
[2023-07-09T08:37:50.044+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory3: 
[2023-07-09T08:37:50.045+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification3: 
[2023-07-09T08:37:50.046+0000] {logging_mixin.py:149} INFO - Element at index 2, column GeoLocation: POINT (-77.036871 38.907192)
[2023-07-09T08:37:50.047+0000] {logging_mixin.py:149} INFO - Element at index 2, column ResponseID: 
[2023-07-09T08:37:50.047+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationID: 11
[2023-07-09T08:37:50.048+0000] {logging_mixin.py:149} INFO - Element at index 2, column TopicID: AST
[2023-07-09T08:37:50.049+0000] {logging_mixin.py:149} INFO - Element at index 2, column QuestionID: AST3_1
[2023-07-09T08:37:50.049+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.050+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID1: OVERALL
[2023-07-09T08:37:50.050+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID1: OVR
[2023-07-09T08:37:50.051+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID2: 
[2023-07-09T08:37:50.051+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID2: 
[2023-07-09T08:37:50.052+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID3: 
[2023-07-09T08:37:50.052+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID3: 
[2023-07-09T08:37:50.053+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearStart: 2017
[2023-07-09T08:37:50.053+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearEnd: 2017
[2023-07-09T08:37:50.054+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationAbbr: GA
[2023-07-09T08:37:50.054+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationDesc: Georgia
[2023-07-09T08:37:50.055+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataSource: SEDD; SID
[2023-07-09T08:37:50.055+0000] {logging_mixin.py:149} INFO - Element at index 3, column Topic: Asthma
[2023-07-09T08:37:50.056+0000] {logging_mixin.py:149} INFO - Element at index 3, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.056+0000] {logging_mixin.py:149} INFO - Element at index 3, column Response: 
[2023-07-09T08:37:50.056+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueUnit: 
[2023-07-09T08:37:50.057+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueType: Number
[2023-07-09T08:37:50.058+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValue: 3520.0
[2023-07-09T08:37:50.058+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueAlt: 3520.0
[2023-07-09T08:37:50.059+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueFootnoteSymbol: 
[2023-07-09T08:37:50.059+0000] {logging_mixin.py:149} INFO - Element at index 3, column DatavalueFootnote: 
[2023-07-09T08:37:50.059+0000] {logging_mixin.py:149} INFO - Element at index 3, column LowConfidenceLimit: 
[2023-07-09T08:37:50.060+0000] {logging_mixin.py:149} INFO - Element at index 3, column HighConfidenceLimit: 
[2023-07-09T08:37:50.060+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory1: Gender
[2023-07-09T08:37:50.061+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification1: Fem***
[2023-07-09T08:37:50.061+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory2: 
[2023-07-09T08:37:50.061+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification2: 
[2023-07-09T08:37:50.062+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory3: 
[2023-07-09T08:37:50.062+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification3: 
[2023-07-09T08:37:50.063+0000] {logging_mixin.py:149} INFO - Element at index 3, column GeoLocation: POINT (-83.62758034599966 32.83968109300048)
[2023-07-09T08:37:50.063+0000] {logging_mixin.py:149} INFO - Element at index 3, column ResponseID: 
[2023-07-09T08:37:50.063+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationID: 13
[2023-07-09T08:37:50.064+0000] {logging_mixin.py:149} INFO - Element at index 3, column TopicID: AST
[2023-07-09T08:37:50.064+0000] {logging_mixin.py:149} INFO - Element at index 3, column QuestionID: AST3_1
[2023-07-09T08:37:50.065+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.065+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID1: GENDER
[2023-07-09T08:37:50.066+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID1: GENF
[2023-07-09T08:37:50.067+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID2: 
[2023-07-09T08:37:50.068+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID2: 
[2023-07-09T08:37:50.068+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID3: 
[2023-07-09T08:37:50.069+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID3: 
[2023-07-09T08:37:50.069+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearStart: 2010
[2023-07-09T08:37:50.070+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearEnd: 2010
[2023-07-09T08:37:50.071+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationAbbr: MI
[2023-07-09T08:37:50.071+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationDesc: Michigan
[2023-07-09T08:37:50.072+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataSource: SEDD; SID
[2023-07-09T08:37:50.073+0000] {logging_mixin.py:149} INFO - Element at index 4, column Topic: Asthma
[2023-07-09T08:37:50.073+0000] {logging_mixin.py:149} INFO - Element at index 4, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.074+0000] {logging_mixin.py:149} INFO - Element at index 4, column Response: 
[2023-07-09T08:37:50.074+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueUnit: 
[2023-07-09T08:37:50.075+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueType: Number
[2023-07-09T08:37:50.076+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValue: 123.0
[2023-07-09T08:37:50.076+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueAlt: 123.0
[2023-07-09T08:37:50.077+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueFootnoteSymbol: 
[2023-07-09T08:37:50.078+0000] {logging_mixin.py:149} INFO - Element at index 4, column DatavalueFootnote: 
[2023-07-09T08:37:50.078+0000] {logging_mixin.py:149} INFO - Element at index 4, column LowConfidenceLimit: 
[2023-07-09T08:37:50.079+0000] {logging_mixin.py:149} INFO - Element at index 4, column HighConfidenceLimit: 
[2023-07-09T08:37:50.079+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:37:50.080+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification1: Hispanic
[2023-07-09T08:37:50.080+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory2: 
[2023-07-09T08:37:50.081+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification2: 
[2023-07-09T08:37:50.081+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory3: 
[2023-07-09T08:37:50.081+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification3: 
[2023-07-09T08:37:50.082+0000] {logging_mixin.py:149} INFO - Element at index 4, column GeoLocation: POINT (-84.71439026999968 44.6613195430005)
[2023-07-09T08:37:50.082+0000] {logging_mixin.py:149} INFO - Element at index 4, column ResponseID: 
[2023-07-09T08:37:50.083+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationID: 26
[2023-07-09T08:37:50.083+0000] {logging_mixin.py:149} INFO - Element at index 4, column TopicID: AST
[2023-07-09T08:37:50.084+0000] {logging_mixin.py:149} INFO - Element at index 4, column QuestionID: AST3_1
[2023-07-09T08:37:50.084+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.084+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID1: RACE
[2023-07-09T08:37:50.085+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID1: HIS
[2023-07-09T08:37:50.086+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID2: 
[2023-07-09T08:37:50.086+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID2: 
[2023-07-09T08:37:50.087+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID3: 
[2023-07-09T08:37:50.087+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID3: 
[2023-07-09T08:37:50.088+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearStart: 2015
[2023-07-09T08:37:50.089+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearEnd: 2015
[2023-07-09T08:37:50.089+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationAbbr: MT
[2023-07-09T08:37:50.090+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationDesc: Montana
[2023-07-09T08:37:50.090+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataSource: SEDD; SID
[2023-07-09T08:37:50.090+0000] {logging_mixin.py:149} INFO - Element at index 5, column Topic: Asthma
[2023-07-09T08:37:50.091+0000] {logging_mixin.py:149} INFO - Element at index 5, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.091+0000] {logging_mixin.py:149} INFO - Element at index 5, column Response: 
[2023-07-09T08:37:50.092+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueUnit: 
[2023-07-09T08:37:50.092+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueType: Number
[2023-07-09T08:37:50.093+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValue: nan
[2023-07-09T08:37:50.093+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueAlt: nan
[2023-07-09T08:37:50.094+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueFootnoteSymbol: -
[2023-07-09T08:37:50.094+0000] {logging_mixin.py:149} INFO - Element at index 5, column DatavalueFootnote: No data available
[2023-07-09T08:37:50.095+0000] {logging_mixin.py:149} INFO - Element at index 5, column LowConfidenceLimit: 
[2023-07-09T08:37:50.095+0000] {logging_mixin.py:149} INFO - Element at index 5, column HighConfidenceLimit: 
[2023-07-09T08:37:50.096+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:37:50.096+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification1: Hispanic
[2023-07-09T08:37:50.097+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory2: 
[2023-07-09T08:37:50.098+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification2: 
[2023-07-09T08:37:50.098+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory3: 
[2023-07-09T08:37:50.099+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification3: 
[2023-07-09T08:37:50.100+0000] {logging_mixin.py:149} INFO - Element at index 5, column GeoLocation: POINT (-109.42442064499971 47.06652897200047)
[2023-07-09T08:37:50.100+0000] {logging_mixin.py:149} INFO - Element at index 5, column ResponseID: 
[2023-07-09T08:37:50.101+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationID: 30
[2023-07-09T08:37:50.102+0000] {logging_mixin.py:149} INFO - Element at index 5, column TopicID: AST
[2023-07-09T08:37:50.102+0000] {logging_mixin.py:149} INFO - Element at index 5, column QuestionID: AST3_1
[2023-07-09T08:37:50.103+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueTypeID: NMBR
[2023-07-09T08:37:50.103+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID1: RACE
[2023-07-09T08:37:50.104+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID1: HIS
[2023-07-09T08:37:50.105+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID2: 
[2023-07-09T08:37:50.105+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID2: 
[2023-07-09T08:37:50.106+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID3: 
[2023-07-09T08:37:50.107+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID3: 
[2023-07-09T08:37:50.108+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearStart: 2013
[2023-07-09T08:37:50.108+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearEnd: 2013
[2023-07-09T08:37:50.109+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationAbbr: OR
[2023-07-09T08:37:50.109+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationDesc: Oregon
[2023-07-09T08:37:50.110+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataSource: SEDD; SID
[2023-07-09T08:37:50.110+0000] {logging_mixin.py:149} INFO - Element at index 6, column Topic: Asthma
[2023-07-09T08:37:50.111+0000] {logging_mixin.py:149} INFO - Element at index 6, column Question: Hospitalizations for asthma
[2023-07-09T08:37:50.111+0000] {logging_mixin.py:149} INFO - Element at index 6, column Response: 
[2023-07-09T08:37:50.111+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueUnit: 
[2023-07-09T08:37:50.112+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueType: Number
[2023-07-09T08:37:50.112+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValue: 760.0
