[2023-07-09T08:42:38.260+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:42:35.257664+00:00 [queued]>
[2023-07-09T08:42:38.274+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_dag.extract_data manual__2023-07-09T08:42:35.257664+00:00 [queued]>
[2023-07-09T08:42:38.274+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 1
[2023-07-09T08:42:38.298+0000] {taskinstance.py:1327} INFO - Executing <Task(PythonOperator): extract_data> on 2023-07-09 08:42:35.257664+00:00
[2023-07-09T08:42:38.305+0000] {standard_task_runner.py:57} INFO - Started process 2892 to run task
[2023-07-09T08:42:38.308+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'etl_dag', 'extract_data', 'manual__2023-07-09T08:42:35.257664+00:00', '--job-id', '115', '--raw', '--subdir', 'DAGS_FOLDER/test.py', '--cfg-path', '/tmp/tmpikljthhx']
[2023-07-09T08:42:38.309+0000] {standard_task_runner.py:85} INFO - Job 115: Subtask extract_data
[2023-07-09T08:42:38.374+0000] {task_command.py:410} INFO - Running <TaskInstance: etl_dag.extract_data manual__2023-07-09T08:42:35.257664+00:00 [running]> on host 5865fe7b5e5b
[2023-07-09T08:42:38.491+0000] {taskinstance.py:1547} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='etl_dag' AIRFLOW_CTX_TASK_ID='extract_data' AIRFLOW_CTX_EXECUTION_DATE='2023-07-09T08:42:35.257664+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-07-09T08:42:35.257664+00:00'
[2023-07-09T08:42:38.504+0000] {base.py:73} INFO - Using connection ID 'testsql' for task execution.
[2023-07-09T08:42:38.526+0000] {logging_mixin.py:149} INFO - ================================
[2023-07-09T08:42:38.528+0000] {logging_mixin.py:149} INFO - 0     
1     
2     
3     
4     
5     
6     
7     
8     
9     
10    
11    
12    
13    
14    
15    
16    
17    
18    
Name: Response, dtype: object
[2023-07-09T08:42:38.578+0000] {logging_mixin.py:149} INFO - Element at index 2, column LowConfidenceLimit: 
[2023-07-09T08:42:38.578+0000] {logging_mixin.py:149} INFO - Element at index 2, column HighConfidenceLimit: 
[2023-07-09T08:42:38.579+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory1: Overall
[2023-07-09T08:42:38.579+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification1: Overall
[2023-07-09T08:42:38.579+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory2: 
[2023-07-09T08:42:38.580+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification2: 
[2023-07-09T08:42:38.580+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategory3: 
[2023-07-09T08:42:38.581+0000] {logging_mixin.py:149} INFO - Element at index 2, column Stratification3: 
[2023-07-09T08:42:38.581+0000] {logging_mixin.py:149} INFO - Element at index 2, column GeoLocation: POINT (-77.036871 38.907192)
[2023-07-09T08:42:38.582+0000] {logging_mixin.py:149} INFO - Element at index 2, column ResponseID: 
[2023-07-09T08:42:38.582+0000] {logging_mixin.py:149} INFO - Element at index 2, column LocationID: 11
[2023-07-09T08:42:38.582+0000] {logging_mixin.py:149} INFO - Element at index 2, column TopicID: AST
[2023-07-09T08:42:38.583+0000] {logging_mixin.py:149} INFO - Element at index 2, column QuestionID: AST3_1
[2023-07-09T08:42:38.583+0000] {logging_mixin.py:149} INFO - Element at index 2, column DataValueTypeID: NMBR
[2023-07-09T08:42:38.584+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID1: OVERALL
[2023-07-09T08:42:38.584+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID1: OVR
[2023-07-09T08:42:38.584+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID2: 
[2023-07-09T08:42:38.585+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID2: 
[2023-07-09T08:42:38.585+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationCategoryID3: 
[2023-07-09T08:42:38.586+0000] {logging_mixin.py:149} INFO - Element at index 2, column StratificationID3: 
[2023-07-09T08:42:38.586+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearStart: 2017
[2023-07-09T08:42:38.587+0000] {logging_mixin.py:149} INFO - Element at index 3, column YearEnd: 2017
[2023-07-09T08:42:38.587+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationAbbr: GA
[2023-07-09T08:42:38.587+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationDesc: Georgia
[2023-07-09T08:42:38.588+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataSource: SEDD; SID
[2023-07-09T08:42:38.588+0000] {logging_mixin.py:149} INFO - Element at index 3, column Topic: Asthma
[2023-07-09T08:42:38.589+0000] {logging_mixin.py:149} INFO - Element at index 3, column Question: Hospitalizations for asthma
[2023-07-09T08:42:38.589+0000] {logging_mixin.py:149} INFO - Element at index 3, column Response: 
[2023-07-09T08:42:38.590+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueUnit: 
[2023-07-09T08:42:38.590+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueType: Number
[2023-07-09T08:42:38.590+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValue: 3520.0
[2023-07-09T08:42:38.591+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueAlt: 3520.0
[2023-07-09T08:42:38.591+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueFootnoteSymbol: 
[2023-07-09T08:42:38.592+0000] {logging_mixin.py:149} INFO - Element at index 3, column DatavalueFootnote: 
[2023-07-09T08:42:38.592+0000] {logging_mixin.py:149} INFO - Element at index 3, column LowConfidenceLimit: 
[2023-07-09T08:42:38.593+0000] {logging_mixin.py:149} INFO - Element at index 3, column HighConfidenceLimit: 
[2023-07-09T08:42:38.593+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory1: Gender
[2023-07-09T08:42:38.594+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification1: Fem***
[2023-07-09T08:42:38.594+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory2: 
[2023-07-09T08:42:38.595+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification2: 
[2023-07-09T08:42:38.595+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategory3: 
[2023-07-09T08:42:38.596+0000] {logging_mixin.py:149} INFO - Element at index 3, column Stratification3: 
[2023-07-09T08:42:38.596+0000] {logging_mixin.py:149} INFO - Element at index 3, column GeoLocation: POINT (-83.62758034599966 32.83968109300048)
[2023-07-09T08:42:38.597+0000] {logging_mixin.py:149} INFO - Element at index 3, column ResponseID: 
[2023-07-09T08:42:38.597+0000] {logging_mixin.py:149} INFO - Element at index 3, column LocationID: 13
[2023-07-09T08:42:38.597+0000] {logging_mixin.py:149} INFO - Element at index 3, column TopicID: AST
[2023-07-09T08:42:38.598+0000] {logging_mixin.py:149} INFO - Element at index 3, column QuestionID: AST3_1
[2023-07-09T08:42:38.599+0000] {logging_mixin.py:149} INFO - Element at index 3, column DataValueTypeID: NMBR
[2023-07-09T08:42:38.599+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID1: GENDER
[2023-07-09T08:42:38.600+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID1: GENF
[2023-07-09T08:42:38.600+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID2: 
[2023-07-09T08:42:38.601+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID2: 
[2023-07-09T08:42:38.601+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationCategoryID3: 
[2023-07-09T08:42:38.601+0000] {logging_mixin.py:149} INFO - Element at index 3, column StratificationID3: 
[2023-07-09T08:42:38.602+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearStart: 2010
[2023-07-09T08:42:38.602+0000] {logging_mixin.py:149} INFO - Element at index 4, column YearEnd: 2010
[2023-07-09T08:42:38.603+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationAbbr: MI
[2023-07-09T08:42:38.604+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationDesc: Michigan
[2023-07-09T08:42:38.604+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataSource: SEDD; SID
[2023-07-09T08:42:38.605+0000] {logging_mixin.py:149} INFO - Element at index 4, column Topic: Asthma
[2023-07-09T08:42:38.605+0000] {logging_mixin.py:149} INFO - Element at index 4, column Question: Hospitalizations for asthma
[2023-07-09T08:42:38.605+0000] {logging_mixin.py:149} INFO - Element at index 4, column Response: 
[2023-07-09T08:42:38.606+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueUnit: 
[2023-07-09T08:42:38.606+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueType: Number
[2023-07-09T08:42:38.607+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValue: 123.0
[2023-07-09T08:42:38.607+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueAlt: 123.0
[2023-07-09T08:42:38.608+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueFootnoteSymbol: 
[2023-07-09T08:42:38.609+0000] {logging_mixin.py:149} INFO - Element at index 4, column DatavalueFootnote: 
[2023-07-09T08:42:38.609+0000] {logging_mixin.py:149} INFO - Element at index 4, column LowConfidenceLimit: 
[2023-07-09T08:42:38.610+0000] {logging_mixin.py:149} INFO - Element at index 4, column HighConfidenceLimit: 
[2023-07-09T08:42:38.611+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:42:38.612+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification1: Hispanic
[2023-07-09T08:42:38.612+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory2: 
[2023-07-09T08:42:38.612+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification2: 
[2023-07-09T08:42:38.613+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategory3: 
[2023-07-09T08:42:38.613+0000] {logging_mixin.py:149} INFO - Element at index 4, column Stratification3: 
[2023-07-09T08:42:38.614+0000] {logging_mixin.py:149} INFO - Element at index 4, column GeoLocation: POINT (-84.71439026999968 44.6613195430005)
[2023-07-09T08:42:38.614+0000] {logging_mixin.py:149} INFO - Element at index 4, column ResponseID: 
[2023-07-09T08:42:38.614+0000] {logging_mixin.py:149} INFO - Element at index 4, column LocationID: 26
[2023-07-09T08:42:38.615+0000] {logging_mixin.py:149} INFO - Element at index 4, column TopicID: AST
[2023-07-09T08:42:38.615+0000] {logging_mixin.py:149} INFO - Element at index 4, column QuestionID: AST3_1
[2023-07-09T08:42:38.616+0000] {logging_mixin.py:149} INFO - Element at index 4, column DataValueTypeID: NMBR
[2023-07-09T08:42:38.616+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID1: RACE
[2023-07-09T08:42:38.616+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID1: HIS
[2023-07-09T08:42:38.617+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID2: 
[2023-07-09T08:42:38.617+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID2: 
[2023-07-09T08:42:38.618+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationCategoryID3: 
[2023-07-09T08:42:38.618+0000] {logging_mixin.py:149} INFO - Element at index 4, column StratificationID3: 
[2023-07-09T08:42:38.619+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearStart: 2015
[2023-07-09T08:42:38.619+0000] {logging_mixin.py:149} INFO - Element at index 5, column YearEnd: 2015
[2023-07-09T08:42:38.619+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationAbbr: MT
[2023-07-09T08:42:38.620+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationDesc: Montana
[2023-07-09T08:42:38.620+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataSource: SEDD; SID
[2023-07-09T08:42:38.621+0000] {logging_mixin.py:149} INFO - Element at index 5, column Topic: Asthma
[2023-07-09T08:42:38.621+0000] {logging_mixin.py:149} INFO - Element at index 5, column Question: Hospitalizations for asthma
[2023-07-09T08:42:38.622+0000] {logging_mixin.py:149} INFO - Element at index 5, column Response: 
[2023-07-09T08:42:38.622+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueUnit: 
[2023-07-09T08:42:38.622+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueType: Number
[2023-07-09T08:42:38.623+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValue: nan
[2023-07-09T08:42:38.623+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueAlt: nan
[2023-07-09T08:42:38.623+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueFootnoteSymbol: -
[2023-07-09T08:42:38.624+0000] {logging_mixin.py:149} INFO - Element at index 5, column DatavalueFootnote: No data available
[2023-07-09T08:42:38.625+0000] {logging_mixin.py:149} INFO - Element at index 5, column LowConfidenceLimit: 
[2023-07-09T08:42:38.625+0000] {logging_mixin.py:149} INFO - Element at index 5, column HighConfidenceLimit: 
[2023-07-09T08:42:38.625+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory1: Race/Ethnicity
[2023-07-09T08:42:38.626+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification1: Hispanic
[2023-07-09T08:42:38.626+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory2: 
[2023-07-09T08:42:38.627+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification2: 
[2023-07-09T08:42:38.627+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategory3: 
[2023-07-09T08:42:38.627+0000] {logging_mixin.py:149} INFO - Element at index 5, column Stratification3: 
[2023-07-09T08:42:38.628+0000] {logging_mixin.py:149} INFO - Element at index 5, column GeoLocation: POINT (-109.42442064499971 47.06652897200047)
[2023-07-09T08:42:38.628+0000] {logging_mixin.py:149} INFO - Element at index 5, column ResponseID: 
[2023-07-09T08:42:38.628+0000] {logging_mixin.py:149} INFO - Element at index 5, column LocationID: 30
[2023-07-09T08:42:38.629+0000] {logging_mixin.py:149} INFO - Element at index 5, column TopicID: AST
[2023-07-09T08:42:38.629+0000] {logging_mixin.py:149} INFO - Element at index 5, column QuestionID: AST3_1
[2023-07-09T08:42:38.630+0000] {logging_mixin.py:149} INFO - Element at index 5, column DataValueTypeID: NMBR
[2023-07-09T08:42:38.630+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID1: RACE
[2023-07-09T08:42:38.630+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID1: HIS
[2023-07-09T08:42:38.631+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID2: 
[2023-07-09T08:42:38.631+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID2: 
[2023-07-09T08:42:38.632+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationCategoryID3: 
[2023-07-09T08:42:38.632+0000] {logging_mixin.py:149} INFO - Element at index 5, column StratificationID3: 
[2023-07-09T08:42:38.633+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearStart: 2013
[2023-07-09T08:42:38.633+0000] {logging_mixin.py:149} INFO - Element at index 6, column YearEnd: 2013
[2023-07-09T08:42:38.633+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationAbbr: OR
[2023-07-09T08:42:38.634+0000] {logging_mixin.py:149} INFO - Element at index 6, column LocationDesc: Oregon
[2023-07-09T08:42:38.634+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataSource: SEDD; SID
[2023-07-09T08:42:38.635+0000] {logging_mixin.py:149} INFO - Element at index 6, column Topic: Asthma
[2023-07-09T08:42:38.635+0000] {logging_mixin.py:149} INFO - Element at index 6, column Question: Hospitalizations for asthma
[2023-07-09T08:42:38.635+0000] {logging_mixin.py:149} INFO - Element at index 6, column Response: 
[2023-07-09T08:42:38.636+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueUnit: 
[2023-07-09T08:42:38.636+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValueType: Number
[2023-07-09T08:42:38.637+0000] {logging_mixin.py:149} INFO - Element at index 6, column DataValue: 760.0
